ID,TAXON_ORDER,TAXON_ORDER_OUT,SCI_NAME,PRIMARY_COM_NAME,CATEGORY,AOU_IN,AOU_OUT,CBCSPCODE,SPORDER,FAMILY,GENUS,SPECIES,COMMON_NAME_IN,COMMON_NAME_OUT,CRC_SCI_NAME,CRC_COM_NAME,DIURNALLANDBIRD,eBird_Changes,NOTES,
158,1501,1501,Anas platyrhynchos x superciliosa,Mallard x Pacific Black Duck (hybrid),hybrid,,,,Anseriformes,Anatidae,Anas,,,,,,0,,,
159,1505,1505,Anas platyrhynchos x clypeata,Mallard x Northern Shoveler (hybrid),hybrid,,,x00067,Anseriformes,Anatidae,Anas,,Mallard X Northern Shoveler (hybrid),,,,0,,,
160,1510,1510,Anas fulvigula,Mottled Duck,species,1340,1340,floduc,Anseriformes,Anatidae,Anas,fulvigula,Florida Duck,,Anas fulvigula,Mottled Duck,0,,,
161,1510,1510,Anas fulvigula,Mottled Duck,species,1340,1340,motduc,Anseriformes,Anatidae,Anas,fulvigula,Mottled Duck,,Anas fulvigula,Mottled Duck,0,,,
162,1520,1510,Anas fulvigula fulvigula,Mottled Duck (Southeast),subspecies,,,,Anseriformes,Anatidae,Anas,fulvigula,,,,,0,,,
163,1530,1510,Anas fulvigula maculosa,Mottled Duck (Gulf coast),subspecies,,,,Anseriformes,Anatidae,Anas,fulvigula,,,,,0,,,
164,1540,1540,Anas wyvilliana,Hawaiian Duck,species,1321,1321,hawduc,Anseriformes,Anatidae,Anas,wyvilliana,Hawaiian Duck,,Anas wyvilliana,Hawaiian Duck,0,,,
165,1550,1550,Anas laysanensis,Laysan Duck,species,1322,1322,,Anseriformes,Anatidae,Anas,laysanensis,,,Anas laysanensis,Laysan Duck,0,,,
166,1555,1555,Anas poecilorhyncha,Indian Spot-billed Duck,species,1341,1341,,Anseriformes,Anatidae,Anas,poecilorhyncha,Spot-billed Duck,,Anas poecilorhyncha,Spot-billed Duck,0,,,
167,1560,1555,Anas zonorhyncha,Eastern Spot-billed Duck,species,,,,Anseriformes,Anatidae,Anas,zonorhyncha,Spot-billed Duck,,,,0,,formerly A. poecilorhyncha,
168,1561,1561,Anas superciliosa,Pacific Black Duck,species,30221,30221,,Anseriformes,Anatidae,Anas,superciliosa,Gray Duck,Gray Duck,Anas superciliosa,Pacific Black Duck,0,,,
169,1570,1570,Anas luzonica,Philippine Duck,species,,,,Anseriformes,Anatidae,Anas,luzonica,,,Anas luzonica,Philippines Duck,0,,,
170,1580,1580,Anas discors,Blue-winged Teal,species,1400,1400,buwtea,Anseriformes,Anatidae,Anas,discors,Blue-winged Teal,,Anas discors,Blue-winged Teal,0,,,
171,1590,1590,Anas discors x cyanoptera,Blue-winged x Cinnamon Teal (hybrid),hybrid,,,x00028,Anseriformes,Anatidae,Anas,,Blue-winged Teal X Cinnamon Teal (hybrid),,,,0,,,
172,1600,1600,Anas cyanoptera,Cinnamon Teal,species,1410,1410,cintea,Anseriformes,Anatidae,Anas,cyanoptera,Cinnamon Teal,,Anas cyanoptera,Cinnamon Teal,0,,,
173,1610,1610,Anas discors/cyanoptera,Blue-winged/Cinnamon Teal,slash,,,y00010,Anseriformes,Anatidae,Anas,discors/cyanoptera,Blue-winged Teal/Cinnamon Teal,,,,0,,,
174,1620,1620,Anas platalea,Red Shoveler,species,,,,Anseriformes,Anatidae,Anas,platalea,,,Anas platalea,Red Shoveler,0,,,
175,1621,1621,Anas rhynchotis,Australian Shoveler,species,,,,Anseriformes,Anatidae,Anas,rhynchotis,,,Anas rhynchotis,Australian Shoveler,0,,,
176,1630,1630,Anas clypeata,Northern Shoveler,species,1420,1420,shovel,Anseriformes,Anatidae,Anas,clypeata,Shoveler,,Anas clypeata,Northern Shoveler,0,,,
177,1630,1630,Anas clypeata,Northern Shoveler,species,1420,1420,norsho,Anseriformes,Anatidae,Anas,clypeata,Northern Shoveler,,Anas clypeata,Northern Shoveler,0,,,
178,1640,1640,Anas bahamensis,White-cheeked Pintail,species,1431,1431,whcpin,Anseriformes,Anatidae,Anas,bahamensis,White-cheeked Pintail,,Anas bahamensis,White-cheeked Pintail,0,,,
179,1642,1640,Anas bahamensis bahamensis,White-cheeked Pintail (White-cheeked),subspecies,,,,Anseriformes,Anatidae,Anas,bahamensis,,,,,0,,,
180,1644,1640,Anas bahamensis galapagensis,White-cheeked Pintail (Galapagos),subspecies,,,,Anseriformes,Anatidae,Anas,bahamensis,,,,,0,,,
181,1650,1650,Anas acuta,Northern Pintail,species,1430,1430,amepin,Anseriformes,Anatidae,Anas,acuta,American Pintail,,Anas acuta,Northern Pintail,0,,,
182,1650,1650,Anas acuta,Northern Pintail,species,1430,1430,pintai,Anseriformes,Anatidae,Anas,acuta,Pintail,,Anas acuta,Northern Pintail,0,,,
183,1650,1650,Anas acuta,Northern Pintail,species,1430,1430,norpin,Anseriformes,Anatidae,Anas,acuta,Northern Pintail,,Anas acuta,Northern Pintail,0,,,
184,1660,1660,Anas georgica,Yellow-billed Pintail,species,,,,Anseriformes,Anatidae,Anas,georgica,,,Anas georgica,Yellow-billed Pintail,0,,,
185,1670,1670,Anas versicolor,Silver Teal,species,,,,Anseriformes,Anatidae,Anas,versicolor,,,Anas versicolor,Silver Duck,0,,,
186,1680,1680,Anas puna,Puna Teal,species,,,,Anseriformes,Anatidae,Anas,puna,,,Anas puna,Puna Duck,0,,,
187,1690,1690,Anas hottentota,Hottentot Teal,species,,,,Anseriformes,Anatidae,Anas,hottentota,,,Anas hottentota,Hottentot Duck,0,,,
188,1700,1700,Anas querquedula,Garganey,species,1392,1392,gargan,Anseriformes,Anatidae,Anas,querquedula,Garganey,,Anas querquedula,Garganey,0,,,
189,1710,1710,Anas formosa,Baikal Teal,species,1391,1391,baitea,Anseriformes,Anatidae,Anas,formosa,Baikal Teal,,Anas formosa,Baikal Teal,0,,,
190,1720,1720,Anas crecca,Green-winged Teal,species,1390,1390,comtea,Anseriformes,Anatidae,Anas,crecca,Common Teal,,Anas crecca,Green-winged Teal,0,,,
191,1720,1720,Anas crecca,Green-winged Teal,species,1390,1390,gnwtea,Anseriformes,Anatidae,Anas,crecca,Green-winged Teal,,Anas crecca,Green-winged Teal,0,,,
192,1720,1720,Anas crecca,Green-winged Teal (Eurasian),subspecies,1390,1390,egwtea,Anseriformes,Anatidae,Anas,crecca,Eurasian Green-winged Teal,,Anas crecca,Green-winged Teal,0,,,
193,1722,1720,Anas crecca crecca/nimia,Green-winged Teal (Eurasian),subspecies,1390,1390,eurtea,Anseriformes,Anatidae,Anas,crecca,European Teal,,,,0,,,
194,1728,1720,Anas crecca crecca/nimia x carolinensis,Green-winged Teal (intergrade),subspecies,1390,1390,axetea,Anseriformes,Anatidae,Anas,crecca,(American x Eurasian) Green-winged teal,,,,0,,,
195,1730,1720,Anas crecca carolinensis,Green-winged Teal (American),subspecies,1390,1390,agwtea,Anseriformes,Anatidae,Anas,crecca,American Green-winged Teal,,,,0,,,
196,1730.99,1730.99,Anas crecca x platyrhynchos,Green-winged Teal X Mallard (hybrid),hybrid,,,x00052,Anseriformes,Anatidae,Anas,,Green-winged Teal X Mallard (hybrid),,,,0,,,
197,1730.99,1730.99,Anas discors x crecca,Blue-winged x Green-winged teal,hybrid,,,bxgtea,Anseriformes,Anatidae,Anas,,Blue-winged x Green-winged teal,,,,0,,,
198,1730.99,1730.99,Anatinae,duck sp. X Green-winged Teal (Hybrid),hybrid,,,x00093,Anseriformes,Anatidae,,,duck sp. X Green-winged Teal (Hybrid),,,,0,,,
199,1730.99,1730.99,Anas crecca x cyanoptera,Green-winged Teal X Cinnamon Teal (hybrid),hybrid,,,gretea,Anseriformes,Anatidae,Anas,,Green-winged Teal X Cinnamon Teal (hybrid),,,,0,,,
200,1750,1750,Anas flavirostris,Speckled Teal,species,,,,Anseriformes,Anatidae,Anas,flavirostris,,,Anas flavirostris,Speckled Teal,0,,,
201,1750.1,1750,Anas flavirostris flavirostris,Speckled Teal (flavirostris),subspecies,,,,Anseriformes,Anatidae,Anas,flavirostris,,,,,0,,,
202,1750.2,1750,Anas flavirostris [andium Group],Speckled Teal (Andean),subspecies,,,,Anseriformes,Anatidae,Anas,flavirostris,,,,,0,,,
203,1750.3,1750,Anas flavirostris oxyptera,Speckled Teal (oxyptera),subspecies,,,,Anseriformes,Anatidae,Anas,flavirostris,,,,,0,,,
204,1751,1751,Anas gracilis,Gray Teal,species,,,,Anseriformes,Anatidae,Anas,gracilis,,,Anas gracilis,Gray Teal,0,,,
205,1752,1752,Anas castanea,Chestnut Teal,species,,,,Anseriformes,Anatidae,Anas,castanea,,,Anas castanea,Chestnut Teal,0,,,
206,1753,1753,Anas aucklandica,Auckland Islands Teal,species,,,,Anseriformes,Anatidae,Anas,aucklandica,,,Anas aucklandica,Auckland Islands Teal,0,,,
207,1754,1754,Anas nesiotis,Campbell Islands Teal,species,,,,Anseriformes,Anatidae,Anas,nesiotis,,,Anas nesiotis,Campbell Islands Teal,0,,,
208,1755,1755,Anas chlorotis,Brown Teal,species,,,,Anseriformes,Anatidae,Anas,chlorotis,,,Anas chlorotis,Brown Teal,0,,,
209,1760,1760,Anas sp.,teal sp.,spuh,,,teal,Anseriformes,Anatidae,Anas,,teal sp.,,,,0,,,
210,1760.5,1760.5,Anas sp.,dabbling duck sp.,spuh,,,dabduc,Anseriformes,Anatidae,Anas,,dabbling duck sp.,,,,0,,,
211,1760.99,1760.99,Anas sp.,Anas sp.,spuh,,,anas,Anseriformes,Anatidae,Anas,,Anas sp.,,,,0,,,
212,1761,1761,Malacorhynchus membranaceus,Pink-eared Duck,species,,,,Anseriformes,Anatidae,Malacorhynchus,membranaceus,,,Malacorhynchus membranaceus,Pink-eared Duck,0,,,
213,1770,1770,Netta rufina,Red-crested Pochard,species,,,recpoc,Anseriformes,Anatidae,Netta,rufina,Red-crested Pochard,,Netta rufina,Red-crested Pochard,0,,,
214,1780,1780,Netta erythrophthalma,Southern Pochard,species,,,,Anseriformes,Anatidae,Netta,erythrophthalma,,,Netta erythrophthalma,Rosy-billed Pochard,0,,,
215,1790,1790,Netta peposaca,Rosy-billed Pochard,species,,,,Anseriformes,Anatidae,Netta,peposaca,,,Netta peposaca,Rosy-billed Pochard,0,,,
216,1790,1790,Netta peposaca,Rosy-billed Pochard,species,,,,Anseriformes,Anatidae,Netta,peposaca,,,Netta peposaca,Rosy-billed Pochard,0,,,
217,1800,1800,Aythya valisineria,Canvasback,species,1470,1470,canvas,Anseriformes,Anatidae,Aythya,valisineria,Canvasback,,Aythya valisineria,Canvasback,0,,,
218,1810,1810,Aythya americana,Redhead,species,1460,1460,redhea,Anseriformes,Anatidae,Aythya,americana,Redhead,,Aythya americana,Redhead,0,,,
219,1820,1820,Aythya ferina,Common Pochard,species,1461,1461,,Anseriformes,Anatidae,Aythya,ferina,,,Aythya ferina,Common Pochard,0,,,
220,1830,1830,Aythya collaris,Ring-necked Duck,species,1500,1500,rinduc,Anseriformes,Anatidae,Aythya,collaris,Ring-necked Duck,,Aythya collaris,Ring-necked Duck,0,,,
221,1834,1834,Aythya collaris x affinis,Ring-necked Duck x Lesser Scaup (hybrid),hybrid,,,x00079,Anseriformes,Anatidae,Aythya,,Lesser Scaup X Ring-necked Duck (hybrid),,,,0,,,
222,1834,1834,Aythya affinis x collaris,Lesser Scaup X Ring-necked Duck (hybrid),hybrid,,,x00061,Anseriformes,Anatidae,Aythya,,Ring-necked Duck x Lesser Scaup (hybrid),,,,0,,,
223,1835,1835,Aythya collaris x Mergus serrator,Ring-necked Duck x Red-breasted Merganser (hybrid),hybrid,,,,Anseriformes,Anatidae,Aythya,,,,,,0,,,
224,1840,1840,Aythya nyroca,Ferruginous Duck,species,,,,Anseriformes,Anatidae,Aythya,nyroca,,,Aythya nyroca,Ferruginous Pochard,0,,,
225,1850,1850,Aythya baeri,Baer's Pochard,species,,,,Anseriformes,Anatidae,Aythya,baeri,,,Aythya baeri,Baer's Pochard,0,,,
226,1851,1851,Aythya australis,White-eyed Duck,species,,,,Anseriformes,Anatidae,Aythya,australis,,,Aythya australis,White-eyed Duck,0,,,
227,1860,1860,Aythya fuligula,Tufted Duck,species,1491,1491,tufduc,Anseriformes,Anatidae,Aythya,fuligula,Tufted Duck,,Aythya fuligula,Tufted Duck,0,,,
228,1861,1861,Aythya novaeseelandiae,New Zealand Scaup,species,,,,Anseriformes,Anatidae,Aythya,novaeseelandiae,,,Aythya novaeseelandiae,New Zealand Scaup,0,,,
229,1870,1870,Aythya marila,Greater Scaup,species,1480,1480,amesca,Anseriformes,Anatidae,Aythya,marila,American Scaup,,Aythya marila,Greater Scaup,0,,,
230,1870,1870,Aythya marila,Greater Scaup,species,1480,1480,gresca,Anseriformes,Anatidae,Aythya,marila,Greater Scaup,,Aythya marila,Greater Scaup,0,,,
231,1880,1880,Aythya affinis,Lesser Scaup,species,1490,1490,lessca,Anseriformes,Anatidae,Aythya,affinis,Lesser Scaup,,Aythya affinis,Lesser Scaup,0,,,
232,1890,1890,Aythya marila/affinis,Greater/Lesser Scaup,slash,1489,1489,y00115,Anseriformes,Anatidae,Aythya,marila/affinis,Greater Scaup/Lesser Scaup,,,,0,,,
233,1890,1890,Aythya,scaup sp.,spuh,,,scaup,Anseriformes,Anatidae,Aythya,,scaup sp.,,,,0,,,
234,1890.99,1890,Aythya marila x affinis,Greater Scaup X Lesser Scaup (hybrid),hybrid,,,x00055,Anseriformes,Anatidae,Aythya,,Greater Scaup X Lesser Scaup (hybrid),,,,0,,,
235,1895,1895,Aythya sp.,Aythya sp.,spuh,,,aythya,Anseriformes,Anatidae,Aythya,,Aythya sp.,,,,0,,,
236,1895.99,1895.99,Aythya americana x sp.,Redhead X scaup sp. (hybrid),hybrid,,,x00078,Anseriformes,Anatidae,Aythya,,Redhead X scaup sp. (hybrid),,,,0,,,
237,1895.99,1895.99,Aythya collaris x fuligula,Ring-necked Duck X Tufted Duck (hybrid),hybrid,,,x00080,Anseriformes,Anatidae,Aythya,,Ring-necked Duck X Tufted Duck (hybrid),,,,0,,,
238,1895.99,1895.99,Aythya collaris/marila/affinis,Ring-necked Duck/scaup sp.,slash,,,y00156,Anseriformes,Anatidae,Aythya,,Ring-necked Duck/scaup sp.,,,,0,,,
239,1895.99,1895.99,Aythya affinis/collaris,Lesser Scaup/Ring-necked Duck,slash,,,y00140,Anseriformes,Anatidae,Aythya,,Lesser Scaup/Ring-necked Duck,,,,0,,,
240,1895.99,1895.99,Aythya sp. X fuligula,scaup sp. X Tufted Duck (hybrid),hybrid,,,x00085,Anseriformes,Anatidae,Aythya,,scaup sp. X Tufted Duck (hybrid),,,,0,,,
241,1900,1900,Polysticta stelleri,Steller's Eider,species,1570,1570,steeid,Anseriformes,Anatidae,Polysticta,stelleri,Steller's Eider,,Polysticta stelleri,Steller's Eider,0,,,
242,1910,1910,Somateria fischeri,Spectacled Eider,species,1580,1580,speeid,Anseriformes,Anatidae,Somateria,fischeri,Spectacled Eider,,Somateria fischeri,Spectacled Eider,0,,,
243,1920,1920,Somateria spectabilis,King Eider,species,1620,1620,kineid,Anseriformes,Anatidae,Somateria,spectabilis,King Eider,,Somateria spectabilis,King Eider,0,,,
244,1930,1930,Somateria mollissima,Common Eider,species,1590,1590,ameeid,Anseriformes,Anatidae,Somateria,mollissima,American Eider,,Somateria mollissima,Common Eider,0,,,
245,1930,1930,Somateria mollissima,Common Eider,species,1590,1590,comeid,Anseriformes,Anatidae,Somateria,mollissima,Common Eider,,Somateria mollissima,Common Eider,0,,,
246,1940,1930,Somateria mollissima v-nigrum,Common Eider (Pacific),subspecies,,,,Anseriformes,Anatidae,Somateria,mollissima,,,,,0,,,
247,1950,1930,Somateria mollissima dresseri,Common Eider (Atlantic),subspecies,,,,Anseriformes,Anatidae,Somateria,mollissima,,,,,0,,,
248,1960,1930,Somateria mollissima borealis,Common Eider (Boreal),subspecies,,,,Anseriformes,Anatidae,Somateria,mollissima,,,,,0,,,
249,1970,1930,Somateria mollissima sedentarius,Common Eider (Hudson Bay),subspecies,,,,Anseriformes,Anatidae,Somateria,mollissima,,,,,0,,,
250,1980,1980,Somateria spectabilis/mollissima,King/Common Eider,slash,,,,Anseriformes,Anatidae,Somateria,spectabilis/mollissima,,,,,0,,,
251,1980.99,1980.99,Somateria/Polysticta sp.,eider sp.,spuh,,,eider,Anseriformes,Anatidae,,,eider sp.,,,,0,,,
252,1990,1990,Histrionicus histrionicus,Harlequin Duck,species,1550,1550,eahduc,Anseriformes,Anatidae,Histrionicus,histrionicus,Eastern Harlequin Duck,,Histrionicus histrionicus,Harlequin Duck,0,,,
253,1990,1990,Histrionicus histrionicus,Harlequin Duck,species,1550,1550,eashar,Anseriformes,Anatidae,Histrionicus,histrionicus,Eastern Harlequin,,Histrionicus histrionicus,Harlequin Duck,0,,,
254,1990,1990,Histrionicus histrionicus,Harlequin Duck,species,1550,1550,wehduc,Anseriformes,Anatidae,Histrionicus,histrionicus,Western Harlequin Duck,,Histrionicus histrionicus,Harlequin Duck,0,,,
255,1990,1990,Histrionicus histrionicus,Harlequin Duck,species,1550,1550,harduc,Anseriformes,Anatidae,Histrionicus,histrionicus,Harlequin Duck,,Histrionicus histrionicus,Harlequin Duck,0,,,
256,2000,2000,Camptorhynchus labradorius,Labrador Duck,species,,,,Anseriformes,Anatidae,Camptorhynchus,labradorius,,,Camptorhynchus labradorius,Labrador Duck,0,,,
257,2010,2010,Melanitta perspicillata,Surf Scoter,species,1660,1660,sursco,Anseriformes,Anatidae,Melanitta,perspicillata,Surf Scoter,,Melanitta perspicillata,Surf Scoter,0,,,
258,2020,2020,Melanitta fusca,White-winged Scoter,species,1650,1650,whwsco,Anseriformes,Anatidae,Melanitta,fusca,White-winged Scoter,,Melanitta fusca,White-winged Scoter,0,,,
259,2030,2020,Melanitta fusca fusca,White-winged Scoter (Velvet),subspecies,,,,Anseriformes,Anatidae,Melanitta,fusca,,,,,0,,,
260,2040,2020,Melanitta fusca stejnegeri,White-winged Scoter (Siberian),subspecies,,,,Anseriformes,Anatidae,Melanitta,fusca,,,,,0,,,
261,2050,2020,Melanitta fusca deglandi,White-winged Scoter (North American),subspecies,,,,Anseriformes,Anatidae,Melanitta,fusca,,,,,0,,,
262,2060,2060,Melanitta nigra,Black Scoter,species,1630,1630,comsco,Anseriformes,Anatidae,Melanitta,nigra,Common Scoter,,Melanitta nigra,Black Scoter,0,,,
263,2060,2060,Melanitta nigra,Black Scoter,species,1630,1630,blksco,Anseriformes,Anatidae,Melanitta,nigra,Black Scoter,,Melanitta nigra,Black Scoter,0,,,
264,2070,2060,Melanitta nigra nigra,Black Scoter (Eurasian),subspecies,,,,Anseriformes,Anatidae,Melanitta,nigra,,,,,0,,,
265,2080,2060,Melanitta nigra americana,Black Scoter (American),subspecies,1630,1630,amesco,Anseriformes,Anatidae,Melanitta,nigra,American Scoter,,,,0,,,
266,2090,2090,Melanitta perspicillata/nigra,Surf Scoter/Black Scoter,slash,,,dawsco,Anseriformes,Anatidae,Melanitta,perspicillata/nigra,dark-winged scoter sp.,,,,0,,,
267,2090,2090,Melanitta perspicillata/nigra,Surf Scoter/Black Scoter,slash,,,y00066,Anseriformes,Anatidae,Melanitta,perspicillata/nigra,Black Scoter/Surf Scoter,,,,0,,,
268,2090,2090,Melanitta perspicillata/nigra,Surf Scoter/Black Scoter,slash,,,y00023,Anseriformes,Anatidae,Melanitta,perspicillata/nigra,American Scoter/Surf Scoter,,,,0,,,
269,2100,2100,Melanitta sp.,scoter sp.,spuh,1657,1657,scoter,Anseriformes,Anatidae,Melanitta,,scoter sp.,,,,0,,,
270,2110,2110,Clangula hyemalis,Long-tailed Duck,species,1540,1540,oldsqu,Anseriformes,Anatidae,Clangula,hyemalis,Oldsquaw,,Clangula hyemalis,Long-tailed Duck,0,,,
271,2110,2110,Clangula hyemalis,Long-tailed Duck,species,1540,1540,lotduc,Anseriformes,Anatidae,Clangula,hyemalis,Long-tailed Duck,,Clangula hyemalis,Long-tailed Duck,0,,,
272,2120,2120,Bucephala albeola,Bufflehead,species,1530,1530,buffle,Anseriformes,Anatidae,Bucephala,albeola,Bufflehead,,Bucephala albeola,Bufflehead,0,,,
273,2130,2130,Bucephala albeola x Lophodytes cucullatus,Bufflehead x Hooded Merganser (hybrid),hybrid,,,x00027,Anseriformes,Anatidae,Bucephala,,Bufflehead X Hooded Merganser (hybrid),,,,0,,,
274,2140,2140,Bucephala clangula,Common Goldeneye,species,1510,1510,amegey,Anseriformes,Anatidae,Bucephala,clangula,American Goldeneye,,Bucephala clangula,Common Goldeneye,0,,,
275,2140,2140,Bucephala clangula,Common Goldeneye,species,1510,1510,whistl,Anseriformes,Anatidae,Bucephala,clangula,Whistler,,Bucephala clangula,Common Goldeneye,0,,,
276,2140,2140,Bucephala clangula,Common Goldeneye,species,1510,1510,comgol,Anseriformes,Anatidae,Bucephala,clangula,Common Goldeneye,,Bucephala clangula,Common Goldeneye,0,,,
277,2150,2150,Bucephala clangula x islandica,Common x Barrow's Goldeneye (hybrid),hybrid,,,x00014,Anseriformes,Anatidae,Bucephala,,Barrow's Goldeneye X Common Goldeneye (hybrid),,,,0,,,
278,2160,2160,Bucephala clangula x Lophodytes cucullatus,Common Goldeneye x Hooded Merganser (hybrid),hybrid,,,x00035,Anseriformes,Anatidae,Bucephala,,Common Goldeneye X Hooded Merganser (hybrid),,,,0,,,
279,2170,2170,Bucephala islandica,Barrow's Goldeneye,species,1520,1520,bargol,Anseriformes,Anatidae,Bucephala,islandica,Barrow's Goldeneye,,Bucephala islandica,Barrow's Goldeneye,0,,,
280,2180,2180,Bucephala islandica x Lophodytes cucullatus,Barrow's Goldeneye x Hooded Merganser (hybrid),hybrid,,,,Anseriformes,Anatidae,Bucephala,,,,,,0,,,
281,2190,2190,Bucephala clangula/islandica,Common/Barrow's Goldeneye,slash,1512,1512,y00004,Anseriformes,Anatidae,Bucephala,clangula/islandica,Barrow's Goldeneye/Common Goldeneye,,,,0,,,
282,2190,2190,Bucephala,goldeneye sp.,spuh,,,golden,Anseriformes,Anatidae,Bucephala,,goldeneye sp.,,,,0,,,
283,2190.99,2190.99,Bucephala albeola x B. sp.,Bufflehead X goldeneye sp. (hybrid),hybrid,,,x00026,Anseriformes,Anatidae,Bucephala,,Bufflehead X goldeneye sp. (hybrid),,,,0,,,
284,2190.99,2190.99,Bucephala clangula/Clangula hyemalis,American Goldeneye/Oldsquaw,slash,,,y00047,Anseriformes,Anatidae,,,American Goldeneye/Oldsquaw,,,,0,,,
285,2190.99,2190.99,Anatinae,Barrows Goldeneye X Hooded Merganser (hybrid),hybrid,,,bargol1,Anseriformes,Anatidae,,,Barrows Goldeneye X Hooded Merganser (hybrid),,,,0,,,
286,2200,2200,Mergellus albellus,Smew,species,1311,1311,smew,Anseriformes,Anatidae,Mergellus,albellus,Smew,,Mergellus albellus,Smew,0,,,
287,2210,2210,Lophodytes cucullatus,Hooded Merganser,species,1310,1310,hoomer,Anseriformes,Anatidae,Lophodytes,cucullatus,Hooded Merganser,,Lophodytes cucullatus,Hooded Merganser,0,,,
288,2220,2220,Mergus merganser,Common Merganser,species,1290,1290,amemer,Anseriformes,Anatidae,Mergus,merganser,American Merganser,,Mergus merganser,Common Merganser,0,,,
289,2220,2220,Mergus merganser,Common Merganser,species,1290,1290,commer,Anseriformes,Anatidae,Mergus,merganser,Common Merganser,,Mergus merganser,Common Merganser,0,,,
290,2220.99,2220.99,Mergus merganser x cucullatus,Common Merganser X Hooded Merganser (hybrid),hybrid,,,x00036,Anseriformes,Anatidae,Mergus,,Common Merganser X Hooded Merganser (hybrid),,,,0,,,
291,2230,2220,Mergus merganser merganser,Common Merganser (Eurasian),subspecies,,,,Anseriformes,Anatidae,Mergus,merganser,,,,,0,,,
292,2240,2220,Mergus merganser americanus,Common Merganser (North American),subspecies,,,,Anseriformes,Anatidae,Mergus,merganser,,,,,0,,,
293,2250,2250,Mergus octosetaceus,Brazilian Merganser,species,,,,Anseriformes,Anatidae,Mergus,octosetaceus,,,Mergus octosetaceus,Brazilian Merganser,0,,,
294,2260,2260,Mergus serrator,Red-breasted Merganser,species,1300,1300,rebmer,Anseriformes,Anatidae,Mergus,serrator,Red-breasted Merganser,,Mergus serrator,Red-breasted Merganser,0,,,
295,2265,2265,Mergus merganser/serrator,Common/Red-breasted Merganser,slash,,,y00048,Anseriformes,Anatidae,Mergus,merganser/serrator,American Merganser/Red-breasted Merganser,,,,0,,,
296,2265.99,2265.99,Mergus merganser x Aythya collaris,Red-breasted Merganser X Ring-necked Duck (hybrid),hybrid,,,x00073,Anseriformes,Anatidae,,,Red-breasted Merganser X Ring-necked Duck (hybrid),,,,0,,,
297,2265.99,2265.99,Mergus sp.,merganser sp.,spuh,,,mergan,Anseriformes,Anatidae,Mergus,,merganser sp.,,,,0,,,
298,2265.99,2265.99,Mergus sp.,merganser sp.,spuh,,,mergus,Anseriformes,Anatidae,Mergus,,Mergus sp.,,,,0,,,
